# Ordre: VALPHEN	VALCTRL	ETAT COURANT
# ZONE: zone1
0	-5.77268	0	0
1	-6.40826	-5.77268	-5.77268
2	-0.54772	-6.40826	-6.40826
3	-8.63181	-0.54772	-0.54772
4	-0.404371	-8.63181	-8.63181
5	3.54087	-0.404371	-0.404371
6	-7.97533	3.54087	3.54087
7	8.39745	-7.97533	-7.97533
8	-9.2868	5	8.39745
9	-3.40951	-12.6843	-12.6843
10	-6.93132	-3.40951	-3.40951
11	-5.66498	-6.93132	-6.93132
12	-7.15352	-5.66498	-5.66498
13	-6.72138	-7.15352	-7.15352
14	9.41917	-6.72138	-6.72138
15	6.92412	5	9.41917
16	-6.58966	2.50495	2.50495
17	7.50843	-6.58966	-6.58966
18	5.22467	5	7.50843
19	-7.94001	2.71624	2.71624
20	1.26633	-7.94001	-7.94001
21	-0.102599	1.26633	1.26633
22	0.98465	-0.102599	-0.102599
23	9.4127	0.98465	0.98465
24	5.58577	5	9.4127
25	7.70938	1.17306	1.17306
26	-1.98713	5	7.70938
27	9.05103	-4.69652	-4.69652
28	-7.48811	5	9.05103
29	-0.120246	-11.5391	-11.5391
30	-8.42097	-0.120246	-0.120246
31	-3.26079	-8.42097	-8.42097
32	3.47149	-3.26079	-3.26079
33	1.03131	3.47149	3.47149
34	-1.8926	1.03131	1.03131
35	-6.93288	-1.8926	-1.8926
36	-5.42782	-6.93288	-6.93288
37	0.132074	-5.42782	-5.42782
38	-8.53543	0.132074	0.132074
39	-4.71463	-8.53543	-8.53543
40	6.72257	-4.71463	-4.71463
41	-5.46675	5	6.72257
42	-0.379608	-7.18931	-7.18931
43	9.56905	-0.379608	-0.379608
44	-2.18813	5	9.56905
45	-0.960434	-6.75717	-6.75717
46	6.49317	-0.960434	-0.960434
47	1.22221	5	6.49317
48	-3.452	-0.270959	-0.270959
49	1.71784	-3.452	-3.452
50	3.2822	1.71784	1.71784
51	7.81433	3.2822	3.2822
52	-8.38476	5	7.81433
53	-5.73315	-11.1991	-11.1991
54	7.22703	-5.73315	-5.73315
55	7.201	5	7.22703
56	-8.02377	4.97397	4.97397
57	-4.7601	-8.02377	-8.02377
58	6.25204	-4.7601	-4.7601
59	-5.51188	5	6.25204
60	5.11965	-6.76391	-6.76391
61	7.83107	5	5.11965
62	1.22733	5	7.71141
63	-1.40886	-1.48408	-1.48408
64	-1.13763	-1.40886	-1.40886
65	9.33474	-1.13763	-1.13763
66	1.65826	5	9.33474
67	3.43455	-2.67647	-2.67647
68	-0.533191	3.43455	3.43455
69	3.12283	-0.533191	-0.533191
70	8.71992	3.12283	3.12283
71	-3.81063	5	8.71992
72	7.65608	-7.53055	-7.53055
73	-1.65969	5	7.65608
74	-4.24158	-4.31577	-4.31577
75	-4.53204	-4.24158	-4.24158
76	7.37988	-4.53204	-4.53204
77	-7.74841	5	7.37988
78	6.69017	-10.1283	-10.1283
79	-6.07212	5	6.69017
80	3.96943	-7.76229	-7.76229
81	-0.0276314	3.96943	3.96943
82	-8.2578	-0.0276314	-0.0276314
83	5.58467	-8.2578	-8.2578
84	4.23922	5	5.58467
85	8.96923	3.65455	3.65455
86	2.78567	5	8.96923
87	6.21545	-1.18356	-1.18356
88	-5.79087	5	6.21545
89	-0.962289	-7.00632	-7.00632
90	-9.29642	-0.962289	-0.962289
91	9.32878	-9.29642	-9.29642
92	-3.13122	5	9.32878
93	1.93091	-7.46001	-7.46001
94	-2.08007	1.93091	1.93091
95	5.73115	-2.08007	-2.08007
96	1.26565	5	5.73115
97	9.57819	0.534497	0.534497
98	-0.834301	5	9.57819
99	-9.26754	-5.41249	-5.41249
100	2.70102	-9.26754	-9.26754
