# Ordre: tic	VALPHEN	VALCTRL	ETAT COURANT
0	0.161303	5	20	1.0163	7	7	
1	2.40684	40	16.5161	0.686296	9.39348	6.40163	
2	4.80595	40	17.4536	0.781678	9.28613	6.42847	
3	7.07591	40	18.4435	6.93265	9.25872	6.43532	
4	8.24311	5	19.4624	13.0536	6.80107	7.04973	
5	9.63682	40	16.8942	12.8098	4.59844	7.60039	
6	10.1565	40	18.479	12.9414	4.91623	7.52094	
7	9.86243	5	19.7989	12.7319	4.83181	7.54205	
8	8.52461	40	17.3253	12.9994	4.92406	7.51898	
9	6.89352	40	18.7127	12.745	4.80785	7.54804	
10	4.75719	5	19.6595	13.0091	4.9212	7.5197	
11	2.7756	40	16.7034	13.2208	4.80423	7.54894	
12	-0.00329816	40	17.6402	12.895	4.73127	7.56718	
13	-2.75846	40	18.1119	9.89465	4.86886	7.53279	
14	-4.79045	40	18.2136	6.80455	6.05525	7.23619	
15	-7.39477	40	18.0919	4.072	7.17265	6.95684	
16	-8.69452	40	17.734	0.973271	8.15393	6.71152	
17	-9.03111	40	17.3178	1.08119	9.2953	6.42618	
18	-9.79266	40	16.9511	1.05854	9.13799	6.4655	
19	-10.0716	40	16.5816	0.7934	9.16279	6.4593	
20	-8.78058	40	16.2581	1.29452	9.26636	6.43341	
21	-6.92183	40	16.1284	1.33013	9.05556	6.48611	
22	-5.19173	40	16.2106	0.959571	9.06239	6.4844	
23	-2.93797	40	16.4493	1.02397	9.20993	6.44752	
24	0.0697718	40	16.8656	1.07202	9.16942	6.45765	
25	2.68166	40	17.4995	0.881435	9.15425	6.46144	
26	4.66551	40	18.2678	0.753703	9.232	6.442	
27	6.87847	5	19.0808	6.88394	9.27532	6.43117	
28	9.57546	40	16.4524	13.248	6.81889	7.04528	
29	9.71389	40	18.1195	12.9267	4.5189	7.62028	
30	10.1846	5	19.467	12.9483	4.87742	7.53064	
31	9.7223	40	17.092	12.9123	4.83295	7.54176	
32	8.05262	40	18.6459	13.119	4.85179	7.53705	
33	7.10832	5	19.722	13.1198	4.76724	7.55819	
34	4.85557	40	16.9884	13.0383	4.77535	7.55616	
35	2.72746	40	18.0763	12.8388	4.80716	7.54821	
36	0.0782658	40	18.7338	12.9366	4.88378	7.52905	
37	-2.39539	40	18.9948	9.69929	4.83698	7.54075	
38	-4.99636	40	18.9563	6.98164	6.13659	7.21585	
39	-7.41055	40	18.6654	4.24042	7.09368	6.97658	
40	-8.56813	40	18.1913	0.948763	8.09446	6.72638	
41	-9.91851	40	17.6962	0.839639	9.31105	6.42224	
42	-10.2771	40	17.1651	1.00656	9.23304	6.44174	
43	-9.86253	40	16.7044	0.989978	9.17407	6.45648	
44	-8.44305	40	16.3773	1.22651	9.1866	6.45335	
45	-6.6473	40	16.2575	1.17666	9.09074	6.47732	
46	-4.88532	40	16.3413	1.3055	9.12026	6.46993	
47	-2.53	40	16.5845	1.34162	9.06578	6.48356	
48	-0.0912187	40	17.0146	1.01237	9.05677	6.48581	
49	2.70268	40	17.6025	1.17671	9.18937	6.45266	
50	5.15049	40	18.3523	1.0354	9.11038	6.47241	
51	7.20771	5	19.1969	7.26497	9.1748	6.4563	
52	8.31176	40	16.5783	12.8219	6.67653	7.08087	
53	9.89385	40	18.0938	12.8829	4.70358	7.57411	
54	9.83497	5	19.4644	13.0062	4.8765	7.53088	
55	9.62379	40	17.055	13.0793	4.80988	7.54753	
56	8.35644	40	18.6064	12.9814	4.78729	7.55318	
57	6.55473	5	19.7208	12.6598	4.8287	7.54282	
58	4.62757	40	16.9321	13.0647	4.95321	7.5117	
59	2.75465	40	18.0084	12.7861	4.77881	7.5553	
60	0.0428971	40	18.6822	13.1335	4.9077	7.52308	
61	-2.81225	40	18.9501	9.96632	4.75584	7.56104	
62	-5.1323	40	18.8788	7.00139	6.03789	7.24053	
63	-6.90094	40	18.5898	4.28912	7.09565	6.97609	
64	-8.13657	40	18.1818	0.855587	8.07479	6.7313	
65	-9.42263	40	17.7318	0.827791	9.35029	6.41243	
66	-10.463	40	17.2431	1.22831	9.23385	6.44154	
67	-9.69114	40	16.7482	0.623726	9.08529	6.47868	
68	-9.18216	40	16.4295	1.01084	9.34198	6.4145	
69	-7.15349	40	16.2253	1.11414	9.16146	6.45963	
